fin_year,n_unique,census,six_monthly,four_monthly,three_monthly
2006/07,2435,62.09445585215606,75.48254620123204,80.86242299794661,84.18891170431212
2007/08,2465,60.73022312373225,74.5233265720081,80.08113590263692,83.16430020283975
2008/09,2438,61.68990976210008,74.97949138638228,81.29614438063987,84.45447087776866
2009/10,2428,61.86161449752883,75.53542009884679,81.09555189456343,83.89621087314663
2010/11,2157,57.81177561427909,72.7862772369031,82.93926750115902,85.76726935558646
2011/12,2096,59.112595419847324,73.42557251908397,78.8645038167939,82.63358778625954
2012/13,2381,56.99286014279714,68.24863502729946,73.87652246955061,77.78244435111297
2013/14,2599,54.59792227779915,68.06464024624856,73.68218545594459,78.79953828395537
2014/15,2763,56.170828809265295,69.70684039087948,86.60875859572928,87.80311255881288
